source,symbol,line,textual_loops,tensor_iterator_sites,parallel_sites,exact_fixtures,source_has_fixture,status,final_status,rationale
aten/src/ATen/native/BlasKernel.cpp,constexpr,597,2,0,0,,yes,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/BlasKernel.cpp,dot_naive,653,1,0,0,aten_blas_dot_naive_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Bucketization.cpp,cus_lower_bound,48,1,0,0,aten_lower_bound_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Bucketization.cpp,cus_upper_bound,69,1,0,0,aten_upper_bound_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Bucketization.cpp,searchsorted_cpu_contiguous,87,1,0,1,aten_searchsorted_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,gemm,341,4,0,0,"aten_cpu_blas_gemm_batched_cpu,aten_cpu_blas_gemm_cpu,aten_cpu_blas_gemm_strided_batched_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,gemm,401,4,0,0,"aten_cpu_blas_gemm_batched_cpu,aten_cpu_blas_gemm_cpu,aten_cpu_blas_gemm_strided_batched_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,gemm_batched_mkl_impl,584,1,0,0,aten_cpu_blas_gemm_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,gemm_batched_generic,608,1,0,0,"aten_cpu_blas_gemm_batched_cpu,aten_cpu_blas_gemm_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,gemm_batched_with_stride_generic,650,1,0,0,"aten_cpu_blas_gemm_cpu,aten_cpu_blas_gemm_strided_batched_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,gemm_batched_with_stride,667,1,0,0,"aten_cpu_blas_gemm_cpu,aten_cpu_blas_gemm_strided_batched_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/CPUBlas.cpp,constexpr,680,1,0,0,,yes,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/CPUFallback.cpp,to_cpu,24,2,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,device fallback and argument traversal
aten/src/ATen/native/CPUFallback.cpp,compute_target_device,61,2,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,device fallback and argument traversal
aten/src/ATen/native/CPUFallback.cpp,validate_tensor_list,79,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,device fallback and argument traversal
aten/src/ATen/native/CPUFallback.cpp,cpu_fallback,90,11,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,device fallback and argument traversal
aten/src/ATen/native/Col2Im.cpp,col2im_out_cpu_template,74,1,0,0,aten_col2im_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Convolution.cpp,is_output_padding_big,323,1,0,0,,yes,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Convolution.cpp,check_shape_forward,664,3,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,"shape, validation, dtype, or backend-selection loop"
aten/src/ATen/native/Convolution.cpp,convolution_same,1056,3,0,0,,yes,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Convolution.cpp,_convolution,1541,1,0,0,,yes,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Convolution.cpp,_convolution_double_backward,1796,4,0,0,,yes,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Convolution.cpp,convolution_backward,2051,2,0,0,,yes,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ConvolutionMM2d.cpp,compute_columns2d,29,1,0,1,aten_conv2d_columns_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM2d.cpp,slow_conv2d_shape_check,97,1,0,0,aten_conv2d,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM2d.cpp,slow_conv2d_backward_out_cpu_template,360,1,0,1,aten_conv2d,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM2d.cpp,slow_conv2d_backward_weight_out_cpu_template,484,1,0,0,aten_conv2d,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM2d.cpp,slow_conv2d_forward_out_cpu,540,1,0,1,aten_conv2d,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM3d.cpp,compute_columns3d,32,1,0,1,aten_conv3d_columns_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM3d.cpp,slow_conv3d_backward_out_cpu_template,397,1,0,1,aten_slow_conv3d_backward_input_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM3d.cpp,slow_conv3d_backward_parameters_out_cpu_template,519,1,0,0,aten_slow_conv3d_backward_weight_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionMM3d.cpp,slow_conv3d_forward_out_cpu,581,1,0,1,aten_slow_conv3d_forward_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc,19,1,0,0,"aten_conv_tbc_backward_cpu,aten_conv_tbc_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc_backward,71,2,0,0,"aten_conv_tbc_backward_cpu,aten_conv_tbc_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Copy.cpp,AT_WRAP,62,6,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Copy.cpp,copy_impl,140,0,0,2,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Cross.cpp,_default_cross_dim,44,1,0,0,aten_cross,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,sample_poisson,80,2,0,0,aten_sample_poisson_transform_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,_standard_gamma_grad_cpu,390,0,1,0,aten_standard_gamma_grad_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,_dirichlet_grad_cpu,405,0,1,0,aten_dirichlet_grad_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,_s_binomial_cpu,425,0,1,0,aten_binomial_transform_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,_s_poisson_cpu,458,0,1,0,aten_poisson_transform_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,_s_gamma_cpu,475,0,1,0,aten_gamma_transform_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Distributions.cpp,_s_dirichlet_cpu,505,0,2,0,aten_dirichlet_transform_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Dropout.cpp,make_feature_noise,29,1,0,0,aten_dropout_feature_noise_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Embedding.cpp,embedding_symint,37,1,0,0,aten_embedding,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Embedding.cpp,embedding_dense_backward_cpu,112,3,0,1,aten_embedding,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Embedding.cpp,embedding_renorm_cpu_,181,1,0,0,aten_embedding,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/EmbeddingBag.cpp,fbgemm_spmdm_report_error_,160,2,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape/view/list orchestration; arithmetic is delegated to called operators
aten/src/ATen/native/EmbeddingBag.cpp,constexpr,286,1,0,0,,yes,NEEDS_REVIEW,PARSER_ARTIFACT,not a function symbol
aten/src/ATen/native/EmbeddingBag.cpp,constexpr,668,1,0,0,,yes,NEEDS_REVIEW,PARSER_ARTIFACT,not a function symbol
aten/src/ATen/native/EmbeddingBag.cpp,embedding_bag_cpu_max_out,1064,2,0,0,aten_embedding_bag_max_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_dense_backward_cpu_max,1454,1,0,0,aten_embedding_bag_backward_max_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/EmbeddingBag.cpp,compute_counts,1472,1,0,0,"aten_embedding_bag_counts_cpu,aten_embedding_bag_counts_uniq_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/EmbeddingBag.cpp,compute_counts_uniq,1493,1,0,0,"aten_embedding_bag_counts_cpu,aten_embedding_bag_counts_uniq_cpu",yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_dense_backward_cpu_sum_mean,1512,2,0,1,aten_embedding_bag_backward_sum_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_per_sample_weights_backward_cpu_template,1648,1,0,1,aten_embedding_bag_per_sample_backward_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Fill.cpp,fill_diagonal_,96,2,0,0,aten_fill_diagonal_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_clone_slow,372,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_copy_list_kernel_slow_,386,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_ternary_lerp_slow,437,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_ternary_lerp_slow_,450,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_lerp_scalarlist_kernel_slow,460,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_lerp_scalarlist_kernel_slow_,473,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_zero_slow_,483,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_norm_slow,491,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_powsum_slow,524,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_tensor_max_slow,537,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,foreach_scalar_pow_list_kernel_slow,550,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/ForeachOpsKernels.cpp,_foreach_mm,562,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_out_single_batch_frame,132,5,0,1,,yes,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_out_frame,190,1,0,1,aten_fractional_max_pool2d_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_backward_out_single_batch_frame,222,3,0,1,,yes,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool2d.cpp,fractional_max_pool2d_backward_out_frame,249,1,0,1,aten_fractional_max_pool2d_backward_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_out_single_batch_frame,101,7,0,1,,yes,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_out_frame,171,1,0,1,aten_fractional_max_pool3d_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_backward_out_single_batch_frame,259,4,0,1,,yes,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FractionalMaxPool3d.cpp,fractional_max_pool3d_backward_out_frame,289,1,0,1,aten_fractional_max_pool3d_backward_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/FusedAdagrad.cpp,_fused_adagrad_kernel_cpu_,16,1,0,0,,no,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FusedAdam.cpp,_fused_adam_kernel_cpu_,19,1,0,0,,no,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FusedAdam.cpp,_fused_adamw_kernel_cpu_,95,1,0,0,,no,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/FusedSGD.cpp,_fused_sgd_kernel_cpu_,18,1,0,0,,no,COVERED_BY_EXTRACTED_ENTRY,COVERED_BY_EXTRACTED_ENTRY,provenance/call-graph evidence
aten/src/ATen/native/GridSampler.cpp,grid_sampler_3d_cpu_impl,42,6,0,1,aten_grid_sampler_3d_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/GridSampler.cpp,grid_sampler_3d_backward_cpu_impl,205,6,0,1,aten_grid_sampler_3d_backward_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/GridSampler.cpp,_grid_sampler_2d_cpu_quantized,448,4,0,1,aten_grid_sampler_2d_quantized_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/GridSampler.cpp,_grid_sampler_2d_cpu_fallback,559,7,0,1,aten_grid_sampler_2d_fallback_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Histogram.cpp,histogramdd_check_inputs,75,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,"shape, validation, dtype, or backend-selection loop"
aten/src/ATen/native/Histogram.cpp,histogramdd_prepare_out,127,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,"shape, validation, dtype, or backend-selection loop"
aten/src/ATen/native/Histogram.cpp,allocate_bin_edges_tensors,274,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,"shape, validation, dtype, or backend-selection loop"
aten/src/ATen/native/Histogram.cpp,histogramdd_out,286,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Histogram.cpp,histogramdd_bin_edges_out,313,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Histogram.cpp,histogramdd_out,345,1,0,0,,no,NEEDS_REVIEW,COVERED_COMPOSITE_ORCHESTRATION,loops dispatch already-extracted backend kernels
aten/src/ATen/native/Im2Col.cpp,im2col_out_cpu_template,22,1,0,0,aten_im2col,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/IndexingUtils.cpp,canUse32BitIndexMath,6,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,index-width eligibility check
aten/src/ATen/native/Integration.cpp,add_padding_to_shape,72,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape padding helper
aten/src/ATen/native/Itertools.cpp,_triu_mask,24,2,0,0,aten_triu_mask_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Itertools.cpp,cartesian_prod,46,2,0,0,aten_cartesian_prod_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Itertools.cpp,combinations,60,1,0,0,aten_combinations_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/LegacyBatching.cpp,remove_existing_batch_dim,48,1,0,0,,no,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,batch-dimension metadata
aten/src/ATen/native/Linear.cpp,_flatten_nd_linear,52,1,0,0,aten_flatten_nd_linear_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Linear.cpp,sumproduct_pair,166,10,0,0,aten_sumproduct_pair_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Linear.cpp,einsum,287,13,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape/view/list orchestration; arithmetic is delegated to called operators
aten/src/ATen/native/Linear.cpp,_trilinear,675,4,0,0,aten_trilinear_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Linear.cpp,bilinear,751,1,0,0,aten_bilinear_cpu,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/Linear.cpp,tensordot,809,5,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape/view/list orchestration; arithmetic is delegated to called operators
aten/src/ATen/native/LinearAlgebra.cpp,linalg_matrix_power_impl,634,1,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape/view/list orchestration; arithmetic is delegated to called operators
aten/src/ATen/native/LinearAlgebra.cpp,matrix_chain_order,872,4,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape/view/list orchestration; arithmetic is delegated to called operators
aten/src/ATen/native/LinearAlgebra.cpp,multi_dot_impl,931,2,0,0,,yes,NEEDS_REVIEW,NON_NUMERICAL_PLUMBING,shape/view/list orchestration; arithmetic is delegated to called operators
aten/src/ATen/native/LinearAlgebra.cpp,addbmm_impl_,1551,1,0,0,aten_bmm,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/LinearAlgebra.cpp,baddbmm_cpu_kernel,1634,4,0,1,aten_bmm,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
aten/src/ATen/native/LinearAlgebra.cpp,bmm_out_or_baddbmm_,1732,4,0,2,aten_bmm,yes,EXTRACTED,EXTRACTED,provenance/call-graph evidence
